timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_lat,gps_lon,gps_speed,obd_speed,pressure_front_left,pressure_front_right,pressure_front_center,crash_label
00:01.3,0.304871702,-0.054521635,9.824454055,-0.011712646,0.000718092,-0.024063438,6.927043055,79.86121303,31.5620052,31.66409828,0.088028818,0.070316339,0.025479162,0
00:01.4,0.072712124,-0.059547311,9.758135858,-0.033183477,0.015189072,0.005903168,6.927072491,79.86119706,28.81129909,28.90339158,-0.118870899,0.071028202,-0.024346543,0
00:01.5,-0.004406181,0.310415423,9.721380638,-0.04230574,-0.000850183,-0.043227359,6.9270661,79.86116756,38.87328436,38.96743242,0.001461482,-0.251712145,0.069798238,0
00:01.6,0.150687047,0.025047841,9.803740892,-0.017826089,0.025023068,-0.028666118,6.927081079,79.86125569,36.7671928,36.42872016,0.035251695,-0.151550735,0.159450424,0
00:01.7,-0.197694167,0.147246512,9.852744784,0.003177214,-0.030746222,0.014848902,6.92704529,79.86127018,38.33909499,38.65996946,-0.049080215,0.052723474,-0.070413888,0
00:01.8,-0.06669633,-0.063284206,9.879460618,0.012626479,0.005603779,0.007352687,6.927159044,79.86113501,45.02782356,45.63333861,-0.061480629,-0.028933705,-0.05709385,0
00:01.9,-0.113070359,0.115902934,9.808122748,-0.036450905,-0.019292297,-0.034820914,6.927092716,79.86120698,33.60579909,33.38848169,0.10823257,0.089169883,0.129256723,0
00:02.0,-0.373705186,0.023536903,9.752574554,-0.067117178,-0.040166779,-0.007849684,6.927021579,79.8611766,36.18459361,36.01772664,0.117401306,0.257472093,-0.025345432,0
00:02.1,-0.275153706,0.053245363,9.879683186,-0.013538478,-0.004340096,0.026383067,6.92711564,79.86119187,35.29693319,35.96484485,0.018157399,0.023308585,0.056106014,0
00:02.2,0.258720473,0.189812701,9.868187739,-0.017940344,-0.049797486,0.012649518,6.927222375,79.86121147,36.56619058,36.88541942,0.123716298,0.027509316,-0.052423919,0
00:02.3,-0.160348153,0.416721799,9.871157704,0.037156592,-0.023307358,-0.033100513,6.927117365,79.86126399,35.22878609,35.03143281,0.097599272,-0.156431422,0.153344979,0
00:02.4,0.100978149,-0.011326239,9.822522984,-0.023560761,-0.014329108,-0.018258259,6.927074695,79.86123274,33.41197107,33.11179819,-0.023972351,-0.004020307,-0.069065731,0
00:02.5,-0.003561667,0.021943397,9.783246407,0.071218179,-0.032703306,0.026222233,6.927113063,79.86116777,34.10503776,33.55853771,-0.11123766,0.071555061,0.088765181,0
00:02.6,-0.298698162,0.25268839,9.826583984,-0.000849386,-0.038624275,0.041500313,6.927110205,79.86115546,35.77381416,35.86811514,-0.096490846,0.081839367,0.102003714,0
00:02.7,0.141148616,0.092287883,9.713426222,-0.004555103,0.016091687,0.038197622,6.927093497,79.86121287,33.37964406,33.84299514,0.085601687,-0.078167639,-0.009435966,0
00:02.8,0.096471416,0.154395366,9.947960786,-0.017453695,-0.029545371,0.040946003,6.927130444,79.86116014,34.73364348,35.24203892,0.103424661,-0.097378882,-0.020201235,0
00:02.9,0.061893526,-0.018350643,9.805463023,-0.03740745,0.012198184,0.063619105,6.927144256,79.86128222,31.73441271,32.04594389,0.116346201,0.070735853,0.181111458,0
00:03.0,0.351646992,-0.207183477,9.864503694,0.001676911,0.011419646,0.038865982,6.927055223,79.86124678,31.68087225,31.74529014,-0.121395938,-0.06107352,-0.025379251,0
00:03.1,-0.070345252,0.068365216,9.77834152,-0.002305262,-0.027950943,0.007330806,6.927146916,79.86121706,34.69449056,35.12295982,-0.157894332,-0.156353233,-0.100879012,0
00:03.2,0.254398803,-0.035707091,9.828717874,0.01953628,-0.008975579,0.034489642,6.927173482,79.86117459,31.55959025,31.2288646,0.138612991,0.149193545,-0.007195173,0
00:03.3,0.230295806,-0.023881509,9.878321282,-0.007748798,-0.031026763,-0.046445131,6.927119891,79.86111235,37.0031497,37.22299513,0.077775997,-0.05049273,-0.10797822,0
00:03.4,-0.18798527,0.160580344,9.7931024,0.053673723,0.025933342,0.030539884,6.927015539,79.86125216,37.91541658,38.56875197,-0.025742489,-0.062697583,0.069984738,0
00:03.5,-0.248714962,0.062859876,9.666959678,-0.012777986,-0.011022364,-0.008573499,6.927123425,79.86115035,36.22211278,36.29026112,-0.016601107,-0.002224014,0.083009017,0
00:03.6,-0.034986807,-0.130136817,9.816191228,-0.015625914,-0.004734319,-0.007227556,6.927078841,79.86119404,36.82241253,38.05300205,0.101250812,-0.027021926,-0.013209515,0
00:03.7,0.371757246,0.001469208,9.90905691,-0.052660489,-0.023632316,-0.031430215,6.927164344,79.86108676,32.0015761,31.58580863,-0.052669803,0.071482304,0.172757339,0
00:03.8,0.113231728,0.241408293,9.864675946,0.03513412,0.021043359,-0.002907352,6.927094318,79.86128019,33.3652868,32.80532146,0.031155389,-0.124994643,-0.008917815,0
00:03.9,-0.001657624,-0.221233936,9.756707737,0.0692557,0.02920181,-0.00262937,6.92708632,79.86118589,40.00655839,39.8275857,0.085937195,0.173334948,0.185066569,0
00:04.0,-0.137522624,0.086960611,9.880888391,0.050351888,0.010854511,0.027494606,6.927172861,79.86123933,36.21577507,35.94626602,0.005663624,0.140068277,0.072541871,0
00:04.1,0.228905065,0.049594832,9.740583051,-0.004286946,0.052476181,-0.030299793,6.927120761,79.86122825,30.69573703,30.9841703,0.107652364,-0.034148702,-0.054034528,0
00:04.2,-0.203965841,-0.222116116,9.891150788,-0.008521811,0.021470372,0.040574461,6.927059609,79.86117483,35.79271712,35.70623778,-0.096153264,0.048508215,0.049377634,0
00:04.3,0.062708548,0.044848289,9.748416385,0.01161792,-0.014122318,0.039925964,6.927199022,79.861158,32.73230002,32.55718891,-0.00512266,0.122691293,-0.033135229,0
00:04.4,-0.08239827,0.206067292,9.83643964,-0.005336374,0.065918404,-0.013513185,6.926980502,79.86122168,36.07313018,36.5801928,0.016564244,-0.103302208,0.03686379,0
00:04.5,0.193503064,-0.008148657,9.727326412,-0.040720579,-0.007728068,0.000799739,6.927030982,79.86119325,34.55793838,35.40738161,-0.016598743,0.060594542,-0.020042573,0
00:04.6,0.007781519,0.076676947,9.82569516,-0.004930802,-0.078409972,-0.046175351,6.927119051,79.86118709,31.81066825,32.3973732,0.006064808,-0.076707289,0.063080512,0
00:04.7,-0.094557497,0.082169708,9.776441258,-0.022351058,-0.004066759,0.018032909,6.92707194,79.8612116,36.56315034,37.16537348,-0.098043343,-0.004272348,-0.160281559,0
00:04.8,0.017564637,0.246427967,9.850938253,-0.095487881,-0.034689063,0.002652373,6.927050488,79.86126967,31.79072286,31.50728969,0.166482466,0.044828376,0.101131182,0
00:04.9,0.279489476,0.096720921,9.721171751,-0.040938219,-0.023122681,-0.031757655,6.927075307,79.86110253,36.42076832,36.64720208,0.117388717,-0.015426418,-0.062968312,0
00:05.0,-0.026245347,-0.239071344,9.767687856,0.025689265,-0.013990037,7.33E-05,6.927112682,79.86114571,34.45928125,34.42941785,-0.124712456,0.060830215,0.054016101,0
00:05.1,0.012394337,0.04119256,9.782339979,0.024906825,-0.021396917,-0.082546077,6.927141954,79.86113337,30.34727977,30.04681499,0.033219633,-0.016515089,-0.059620321,0
00:05.2,0.325708877,-0.033132159,9.774411386,0.002708497,-0.039212449,-0.000495864,6.927085763,79.8611831,39.86716289,40.22853321,0.016264339,0.0803446,0.140057455,0
00:05.3,0.16207184,-0.086183443,9.802094902,0.041007561,-0.010450479,-0.004721795,6.927198667,79.86121892,31.45525783,31.12619765,0.023909805,0.079530123,0.171735421,0
00:05.4,-0.185727106,0.129906543,9.844816349,-0.049032873,0.012199977,0.011704549,6.927077672,79.86129843,32.6684405,32.79660116,-0.099160865,0.039443344,-0.023287281,0
00:05.5,0.364332963,0.234807351,9.832860972,-0.017465952,-0.006186012,-0.041319884,6.92706812,79.8611789,31.19389204,30.73728612,-0.144012168,-0.119794476,-0.208535269,0
00:05.6,0.36852141,0.267300323,9.843434699,0.012868504,0.01900549,0.082550226,6.927172332,79.86124155,35.63807025,35.47871852,0.044325582,0.028882162,-0.160701846,0
00:05.7,-0.011673598,0.101416347,9.830663954,0.022083651,0.049051843,0.022943258,6.927090245,79.86119285,31.60619368,31.81553852,-0.087908731,-0.043458843,0.033375944,0
00:05.8,0.358490864,0.092088029,9.774993997,0.033042095,-0.019643333,0.012631353,6.927141441,79.86119816,31.09254909,31.01022452,0.240215248,0.153669884,0.229028328,0
00:05.9,-0.055246277,-0.063605541,9.832170832,0.063982478,0.012611181,-0.011548296,6.92712989,79.86119216,40.71121901,40.4504873,-0.048706622,-0.022557102,-0.084806944,0
00:06.0,-0.072444962,0.025800305,9.778364007,-0.017684024,0.026279326,-0.022873044,6.927120888,79.86122744,35.67096456,35.06310468,0.027799234,-0.119492433,0.04437078,0
00:06.1,0.168920655,0.088044287,9.85426304,0.00581168,-0.005191537,0.012229039,6.92705461,79.86119492,33.293367,32.6405423,-0.072895763,0.06961032,-0.08884314,0
00:06.2,-0.528162124,-0.286269635,9.787704176,0.034534319,0.022284921,-0.018876398,6.927162918,79.86124509,35.21213291,34.66223892,-0.109235508,0.032276764,0.17943453,0
00:06.3,-0.290511006,0.127088489,9.778278087,-0.025495143,-0.004359324,0.013197881,6.92719134,79.86114063,34.73929127,34.70555362,-0.000765798,-0.096207734,0.079992294,0
00:06.4,-0.044966034,-0.132720471,9.822107347,0.007285812,-0.028341413,-0.019803964,6.927047289,79.86123537,38.18984696,38.16673598,0.012353864,-0.144786804,0.25445879,0
00:06.5,0.342951974,0.067626973,9.756517734,-0.052919871,0.007728116,-0.054012173,6.927006648,79.86120759,36.21398896,35.54512403,0.023115526,0.035588282,0.003337896,0
00:06.6,0.123162816,-0.095580228,9.81001997,-0.023521549,-0.033458386,-0.019150278,6.927099442,79.86113232,35.48617699,35.52095221,-0.058888923,-0.004436985,0.0092062,0
00:06.7,-0.413255923,0.066194756,9.76700521,-0.007988273,0.020713179,-0.083425552,6.927042386,79.86123873,29.6713055,29.48341253,0.168432846,-0.173427168,0.155178494,0
00:06.8,0.376973549,-0.405480615,9.723831027,0.034779331,-0.008057555,-0.00584333,6.927102651,79.86117221,35.44472083,35.64678451,-0.071775816,-0.032981711,0.012131026,0
00:06.9,-0.092652249,-0.217001183,9.802279863,0.025881027,0.054136103,-0.001609292,6.927094845,79.86123241,37.64127816,37.89833011,0.196348748,0.223644171,-0.096144103,0
00:07.0,-0.055904131,-0.056916316,9.876880803,0.025044573,0.064936772,0.012805708,6.927041138,79.86130448,33.73332794,32.26151519,-0.152645859,-0.15619044,0.032223399,0
00:07.1,0.293058032,-0.173454275,9.894777114,0.012878785,0.033844376,0.021588639,6.927072267,79.86125629,38.25415779,38.40473514,0.159520173,-0.064598763,-0.059878431,0
00:07.2,0.180011129,0.134681954,9.795959263,0.01881251,-0.059895462,0.011409263,6.927075328,79.86125458,35.00599358,35.09238107,0.007642272,-0.057861766,0.09006965,0
00:07.3,0.09401625,0.095979358,9.805421263,-0.048548184,0.034582486,-0.015174243,6.927133512,79.86115209,32.52758515,33.4851865,0.02296653,-0.04525463,-0.015321138,0
00:07.4,0.022360765,-0.095542975,9.696788208,-0.001234685,0.019387996,0.012228937,6.927001046,79.86111607,33.32333287,33.49167758,0.117550794,0.04207594,0.002912948,0
00:07.5,0.009966474,0.121943474,9.838099116,-0.014249585,0.068151382,-0.002440283,6.92711435,79.86115649,33.69032524,32.91515862,-0.144049667,0.151461722,-0.024205422,0
00:07.6,-0.09276152,0.167477779,9.696332239,-0.052415933,-0.033933244,0.008099007,6.927090537,79.86117311,36.0486213,35.72671234,0.023955934,-0.009461889,-0.087242967,0
00:07.7,-0.020920945,0.003786201,9.854943862,0.036685369,-0.017826868,0.001048939,6.927114036,79.86123756,37.53738559,37.37644121,-0.042446769,0.195121956,-0.137433491,0
00:07.8,0.075988766,-0.262782916,9.749487055,-0.021719739,-0.005716763,0.050902028,6.927067378,79.86123337,34.23317861,34.32835964,0.162819679,0.126096339,0.035918395,0
00:07.9,-0.030291366,0.08494487,9.868291068,-0.002052121,0.041207825,0.030095149,6.927023143,79.86118074,33.96223144,34.58073203,0.03658469,0.150869751,0.083311797,0
00:08.0,-0.071044029,0.018220388,9.777963681,0.007558345,0.038828176,0.004926962,6.927127728,79.86123065,37.50254213,37.28746701,0.1265235,-0.059433498,-0.145278462,0
00:08.1,0.107029591,0.092963881,9.852784283,-0.03158617,0.003768656,-0.036537353,6.927017789,79.86125075,37.14368312,37.15299733,0.093555918,-0.157435591,0.056540543,0
00:08.2,-0.334377839,-0.305415989,9.878605371,-0.02253876,-0.042245442,0.030996891,6.927105684,79.8611924,30.26950312,30.86886671,-0.135570583,0.008408019,-0.127987065,0
00:08.3,-0.011645105,-0.040267376,9.830540856,-0.06960544,0.041348776,-0.025748852,6.927089482,79.86117307,31.7538215,31.23797476,0.054350558,0.103385093,0.05946512,0
00:08.4,0.286938895,0.027112763,9.769414851,0.042175317,0.032201213,-0.016059041,6.927096544,79.86115816,34.98511548,34.52280194,-0.219507881,-0.052036764,0.001930094,0
00:08.5,0.207359816,-0.136212694,9.851103283,-0.00015007,0.048419991,0.007528829,6.927097225,79.86117684,29.31267974,29.42613979,-0.131904948,0.244380372,0.073235621,0
00:08.6,0.079641685,0.070656317,9.87951094,0.010950424,-0.028254556,-0.03398811,6.927121438,79.86112948,32.55187789,32.45801976,0.181293193,-0.080824592,-0.075197238,0
00:08.7,0.38355891,-0.131807773,9.776536362,-0.006434928,0.043131434,-0.055634129,6.927097232,79.86109931,36.32103849,36.56274775,0.017276606,-0.066373428,0.128965279,0
00:08.8,0.205723324,-0.136745911,9.762613988,-0.010936352,-0.059007913,0.034566438,6.927137034,79.86115385,37.91555512,37.49778361,-0.07155764,-0.092388485,-0.071670707,0
00:08.9,-0.013456778,-0.110841216,9.826372207,-0.033718957,-0.021224518,-0.015442498,6.927139412,79.8611778,36.23563355,36.23606688,0.208664516,-0.072277601,0.042309344,0
00:09.0,0.060970539,-0.061106065,9.856709702,0.017432638,0.016384941,-0.056231675,6.926954228,79.86133029,34.53524672,33.85195835,-0.029197342,0.053758039,-0.087987973,0
00:09.1,-0.442544092,-0.045089275,9.781483983,0.042077495,0.002041945,0.031935522,6.927015497,79.86117771,34.45766055,35.12720715,0.02477744,-0.115163338,0.222713145,0
00:09.2,0.046980793,-0.000120689,9.879851079,0.014054419,0.007519366,0.0123734,6.92710279,79.86111753,42.46984968,41.97696093,-0.085318023,0.003628856,-0.011364798,0
00:09.3,0.013867666,-0.175408367,9.835770617,0.043584745,0.019359113,-0.00414462,6.927112192,79.86122977,32.53585022,32.70522832,0.010891105,0.062221068,-0.018790987,0
00:09.4,-0.073999519,0.162658574,9.849713179,0.008379227,-0.025165507,0.00055692,6.927265691,79.86128761,31.58968605,31.41111803,-0.054114752,0.060136247,0.030930118,0
00:09.5,-0.315840604,0.000985871,9.820965706,0.05432679,-0.02667566,0.029400116,6.927077486,79.86122507,32.04788828,33.00050991,-0.013824212,-0.14908012,-0.080214508,0
00:09.6,0.193576155,-0.05663736,9.804810234,0.007449488,0.013224371,0.011340226,6.927094426,79.86117896,40.98160119,41.53552707,-0.23128616,0.007535964,0.049274326,0
00:09.7,0.039297633,-0.132013566,9.849336345,0.046213202,0.008092154,-0.025751597,6.927010545,79.86118926,33.90326034,33.28501628,0.05212177,0.149296711,0.163259775,0
00:09.8,0.135543721,-0.16395623,9.885032204,0.016163103,-0.029481274,0.041486095,6.927136317,79.8613132,34.60530792,34.18818039,-0.110460665,-0.072206978,-0.070523133,0
00:09.9,-0.148408543,-0.004519354,9.70059245,0.012560203,-0.041523255,0.029750131,6.927111299,79.86119256,32.77630773,32.97375472,-0.103659317,-0.076016523,-0.005073095,0
00:10.0,0.070582803,-0.340771375,9.794800011,0.007053014,0.065829393,-0.031309327,6.927172594,79.86118217,33.72820934,33.1556271,-0.05828421,0.091293658,-0.001931233,0
00:10.1,0.043777774,-0.305378721,9.804213657,-0.006092024,-0.033248126,0.03411927,6.927106242,79.86110657,31.47258759,31.59815327,-0.051096187,-0.083805723,0.016984257,0
00:10.2,-0.076542482,-0.205173351,9.795508332,-0.029577749,0.02037735,0.005094056,6.927152728,79.86119113,33.92349071,34.49043768,-0.052989602,0.208635902,0.017887557,0
00:10.3,0.136968677,-0.09931461,9.82738221,0.00654282,0.006749527,-0.000976033,6.927100906,79.86111675,36.44504814,36.44142028,0.215176672,-0.115381356,-0.011319368,0
00:10.4,0.034251254,-0.156690379,9.774007265,-0.032390234,0.02197221,0.043074301,6.927152548,79.86121853,40.70792366,40.97091062,-0.083928114,0.098898302,-0.133992048,0
00:10.5,0.09402992,0.027643842,9.8283427,-0.01635285,-0.012292072,-0.002860298,6.927087859,79.86113552,37.0655925,36.0398859,0.043838793,0.061915661,-0.040482971,0
00:10.6,0.13968645,0.179766244,9.722415963,-0.042998474,-0.008814311,-0.057322183,6.927089823,79.86114162,36.1428123,35.96291844,-0.072530119,0.098193783,-0.074723822,0
00:10.7,-0.116934089,-0.126902788,9.64040477,0.018635269,-0.000745716,-0.00425294,6.927122304,79.86111656,33.40012396,33.43825184,0.037442927,-0.014787168,-0.147500982,0
00:10.8,0.001429431,0.099983169,9.762420536,0.005300297,-0.049457106,-0.058542641,6.92711304,79.86123169,34.96432322,34.78598767,-0.057234093,0.286653953,0.117186778,0
00:10.9,-0.080838824,-0.050367749,9.797494635,0.027363336,0.009971141,0.029438985,6.927070608,79.86119565,35.93060456,35.98705328,0.07318782,0.02576835,-0.033155162,0
00:11.0,0.180085477,0.209791075,9.774130939,0.003436279,0.020997277,0.0108009,6.927107988,79.86123701,33.67156312,33.69170292,-0.099316586,-0.186121312,0.080614996,0
00:11.1,0.367269262,-0.135692438,9.824159355,-0.015299456,0.021587895,0.023770217,6.927077906,79.861211,37.91903401,38.07623116,-0.065633373,-0.005805842,0.003574697,0
00:11.2,-0.048700478,0.23757359,9.822720551,0.027275867,-0.03232371,0.001716362,6.927077807,79.86127584,37.72636301,38.15769783,0.073182974,-0.051196375,0.024896829,0
00:11.3,-0.021171571,0.05121663,9.851264225,-0.016757404,-0.000359074,0.016512026,6.926961297,79.86121278,36.63964851,37.62100295,0.152832171,0.082859042,0.034597029,0
00:11.4,-0.134961954,-0.023493919,9.916383512,0.003000344,-0.00311179,-0.003415716,6.927084379,79.861305,33.97801993,33.81509753,0.046401177,-0.03386452,0.004792461,0
00:11.5,-0.227684986,0.029576145,9.718184136,-0.026615506,-0.03427918,0.011636977,6.927124466,79.86115215,40.20042274,40.14442576,0.040728541,-0.062347139,0.096969043,0
00:11.6,-0.066785991,0.022206493,9.82273972,-0.009786847,0.012456952,0.001832119,6.927144386,79.861204,37.5832002,37.8400202,-0.046586247,0.029286746,0.080980252,0
00:11.7,-0.042085299,0.024645115,9.776717563,-0.010227197,-0.007156217,0.004074962,6.927156184,79.86117579,37.62760695,37.792176,-0.074678881,0.030209804,0.022279479,0
00:11.8,-0.121768118,-0.091060292,9.899359,-0.03280293,-0.045690986,-0.018428958,6.927011278,79.86117131,31.07991896,31.03559714,0.189413577,-0.102335321,-0.033548899,0
00:11.9,0.16277646,-0.113391206,9.849064207,0.043613979,0.005564994,0.027877778,6.927105314,79.86115065,34.56820852,34.10405551,-0.093286094,0.163211125,-0.182419293,0
00:12.0,-0.237925304,-0.19851929,9.818635528,-0.0130489,-0.022686472,-0.056208902,6.927107599,79.8611676,35.74747548,35.55206353,0.07277131,-0.024458225,-0.015630915,0
00:12.1,-0.028322536,0.072162956,9.936374994,0.017297659,-0.026913867,-0.010240742,6.927096209,79.86120544,34.60975193,34.00071338,0.001369081,-0.016663032,0.113377952,0
00:12.2,-0.005867579,-0.006866371,9.750654783,0.002449398,0.014797921,-0.007808471,6.927107667,79.86115348,33.47881935,33.60213862,-0.152291898,0.085069351,0.076233511,0
00:12.3,-0.154216159,-0.180231526,9.79228633,0.012140589,0.032229014,0.041575964,6.927124568,79.86114801,35.11954913,35.05824595,-0.133999707,-0.025428752,-0.105035225,0
00:12.4,-0.056986203,-0.136261777,9.798507581,-0.009902428,0.01385434,-0.026648104,6.927080525,79.86111276,36.81582736,36.4315821,-0.167751641,0.072544188,0.039303707,0
00:12.5,-0.09638316,-0.022680015,9.785869776,-0.045148212,-0.023303442,0.008910835,6.92706453,79.86121474,33.73952176,32.55723314,-0.014689452,0.018698537,0.037375682,0
00:12.6,-0.290523699,0.217154765,9.875331945,-0.012839239,-0.002272603,0.025079368,6.927053813,79.86127566,33.98217706,33.92695088,0.001454328,0.009486217,-0.088022326,0
00:12.7,0.060637268,-0.016120539,9.825175335,0.018237981,0.02457261,-0.013269585,6.927061455,79.86120105,28.27744101,28.25511483,-0.141884004,-0.08575846,0.155788061,0
00:12.8,-0.116069987,-0.00587623,9.896108001,-0.006273684,0.021349322,0.014111013,6.927076122,79.86119067,31.03114698,30.49615739,-0.137912913,0.209747751,-0.099248944,0
00:12.9,-0.110231977,0.085150688,9.800693636,0.008230074,0.000641163,0.007085983,6.927100692,79.86122897,31.48553117,32.26055895,-0.089615591,-0.059599466,0.023244135,0
00:13.0,-0.09974684,-0.080246606,9.797855825,-0.020002085,0.010272552,-0.020237985,6.927094504,79.86123214,32.70901602,32.72636351,0.005664131,-0.029967499,0.093194586,0
00:13.1,0.0736643,0.251766525,9.777608895,-0.023760997,-0.005906537,0.007667941,6.926989961,79.86120688,30.22190665,30.88762789,0.092887994,-0.069529562,0.046370633,0
00:13.2,0.044644578,0.192997723,9.831436442,-0.064139133,-0.017476396,0.01461109,6.927153859,79.86123275,34.69619093,34.66209342,0.0472878,0.093233839,0.093618867,0
00:13.3,0.220182019,0.234123478,9.733779549,0.026233078,-0.017576799,0.033181069,6.927061812,79.86125872,35.73996193,36.85024388,-0.091218507,-0.053655858,-0.003772444,0
00:13.4,-0.133865605,0.257502788,9.784873331,0.012604829,0.003041221,-0.008861755,6.927061322,79.86121321,37.03915796,36.78328513,0.029107762,-0.044281939,-0.047411878,0
00:13.5,0.075397914,0.089227775,9.849511976,-0.059536697,0.008542088,0.086497756,6.927137121,79.86124028,29.53809546,29.99122253,-0.099748426,0.016942487,-0.017154703,0
00:13.6,0.31775579,-0.173286482,9.860451799,-0.021427665,-0.029807904,0.018158038,6.927122346,79.8611173,33.58759419,33.95400503,0.103094927,0.155529839,0.047683694,0
00:13.7,-0.431256017,-0.061363167,9.824988433,-0.055360267,0.011601789,-0.025742982,6.927104987,79.86118434,33.76014304,33.59552903,0.062892368,0.088620502,0.13864029,0
00:13.8,0.00535287,-0.059167067,9.933030433,0.012588778,-0.041426206,-0.006798412,6.927069407,79.86120531,33.70707977,33.46384527,0.164714895,-0.094071692,0.116474765,0
00:13.9,-0.204404322,-0.21280859,9.781658803,0.001975307,0.033776122,0.069788037,6.927125767,79.86117241,37.33199172,37.46670581,-0.044546365,0.303287199,0.048849718,0
00:14.0,0.188501282,-0.161753921,9.827292752,-0.005724157,0.003074757,-0.013968887,6.927078388,79.86114727,36.17598311,35.66985516,-0.015523592,0.096883718,0.050077745,0
00:14.1,-0.05674186,0.083082702,9.819441999,-0.005465763,-0.037479698,-0.024757068,6.927061682,79.8612157,33.68850994,33.19097417,0.02679608,-0.08674653,0.031811823,0
00:14.2,0.203373707,-0.194190199,9.763907176,0.035601743,0.045687968,0.031899974,6.92710401,79.86116581,37.5943064,37.34304817,0.012792286,0.096764997,-0.130709398,0
00:14.3,-0.037091285,0.169381078,9.849915831,-0.017052259,-0.032428012,0.049878854,6.927101969,79.86119137,29.98563334,29.48666572,0.101252859,-0.040569154,-0.080751209,0
00:14.4,-0.060376922,-0.100544159,9.774638959,-0.023530634,-0.029584866,0.037021248,6.927083018,79.86120439,32.0699178,31.35790276,0.15993198,-0.061327991,-0.178366014,0
00:14.5,0.03907658,0.003026529,9.840415579,-0.042233345,0.022326181,0.003542798,6.927127438,79.86118899,32.427202,33.32322004,0.117576946,-0.119534134,-0.23212957,0
00:14.6,0.175256769,-0.010468152,9.824943616,-0.028312475,-0.063563272,-0.027714965,6.927092914,79.86112341,34.17010465,33.82067399,0.023162867,0.023473672,-0.052644849,0
00:14.7,0.372223411,-0.188162958,9.854874941,0.016041874,0.016477164,0.006539933,6.92709431,79.86125645,30.28700682,29.99942886,-0.001869424,-0.013408565,-0.01497306,0
00:14.8,0.108821168,-0.010514511,9.819386813,-0.034860871,0.015035946,0.021054626,6.927066599,79.86121643,34.00012003,33.11138009,-0.071367879,-0.122625233,0.009640949,0
00:14.9,-0.103887829,0.088677147,9.768231394,-0.038136908,0.00670274,-0.016170064,6.927095464,79.86130956,36.88783737,35.97499505,0.019575386,0.063393324,0.089808641,0
00:15.0,0.135479035,-0.23360786,9.829234484,0.011899228,-0.034038428,0.006701406,6.927019789,79.86114469,32.59648118,32.15976788,0.039907847,0.074036963,0.060416182,0
00:15.1,-0.062990006,-0.106454621,9.796694837,-0.005784687,-0.006757269,0.015080141,6.927070328,79.86117837,37.21846867,36.9351697,0.047315887,0.005438901,-0.217435304,0
00:15.2,-0.161871896,-0.278395754,9.742579985,-0.022355058,-0.005577549,-0.040002188,6.927082351,79.86115762,36.00412418,36.07043627,-0.053489093,0.069772846,0.028200109,0
